GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
FLO199308070,08/07/1993, ,lachm101,"Marcel Lachemann",FLO,C,wintm901,"Mike Winters",2,"Balls and strikes"
LAN199308070,08/07/1993, ,johnd105,"Davey Johnson",CIN,M,vanol901,"Larry Vanover",3,"Fair/foul call"
LAN199308080,08/08/1993, ,saboc001,"Chris Sabo",CIN,P,wendh901,"Harry Wendelstedt",4,"Balls and strikes"
TEX199308080,08/08/1993, ,johnr005,"Randy Johnson",SEA,P,barnl901,"Larry Barnett",4,"Intentional HBP"
TEX199308080,08/08/1993, ,pinil001,"Lou Piniella",SEA,M,barnl901,"Larry Barnett",4,"Called third strike"
MIL199308110,08/11/1993, ,hargm001,"Mike Hargrove",CLE,M,kaisk901,"Ken Kaiser",3,"Called third strike"
PHI199308110,08/11/1993, ,aloum001,"Moises Alou",MON,P,danlk901,"Kerwin Danley",9,"HBP non-call"
PHI199308120,08/12/1993, ,krukj001,"John Kruk",PHI,P,westj901,"Joe West",5,"Balls and strikes"
TOR199308120,08/12/1993, ,cartj001,"Joe Carter",TOR,P,joycj901,"Jim Joyce",4,"Called third strike"
SEA199308140,08/14/1993, ,lintd001,"Doug Linton",CAL,P,brinj901,"Joe Brinkman",8,"Throwing behind batter"
PHI199308150,08/15/1993, ,greed101,"Dallas Green",NYN,M,cuzzp901,"Phil Cuzzi",8,"Balls and strikes (Threw cap)"
CIN199308170,08/17/1993, ,hundt001,"Todd Hundley",NYN,P,davig901,"Gerry Davis",5,"Call at 1B"
HOU199308210,08/21/1993, ,howea001,"Art Howe",HOU,M,darlg901,"Gary Darling",7,"Interference call"
CAL199308220,08/22/1993, ,garnp001,"Phil Garner",MIL,M,koscg901,"Greg Kosc",7,"Balk non-call"
CHA199308230,08/23/1993, ,lamog101,"Gene Lamont",CHA,M,cobld901,"Drew Coble",4,"Balk non-call"
NYN199308230,08/23/1993, ,goodd001,"Dwight Gooden",NYN,P,darlg901,"Gary Darling",3,"Intentional HBP"
LAN199308240,08/24/1993, ,leylj801,"Jim Leyland",PIT,M,froeb901,"Bruce Froemming",3,"Intentional HBP"
LAN199308240,08/24/1993, ,walkb001,"Bob Walk",PIT,P,wintm901,"Mike Winters",3,"Intentional HBP"
LAN199308240,08/24/1993, ,younk001,"Kevin Young",PIT,P,gormb901,"Brian Gorman",4,"Call at 1B"
MIL199308242,08/24/1993,2,ecked001,"Dennis Eckersley",OAK,P,scotd901,"Dale Scott",9,"Balls and strikes"
MIL199308242,08/24/1993,2,larut101,"Tony LaRussa",OAK,M,scotd901,"Dale Scott",9,"Balls and strikes"
MIL199308242,08/24/1993,2,duncd101,"Dave Duncan",OAK,C,scotd901,"Dale Scott",9,"Balls and strikes"
MIL199308242,08/24/1993,2,folit001,"Tim Foli",MIL,C,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,garnp001,"Phil Garner",MIL,M,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,thond001,"Dickie Thon",MIL,P,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,mcgwm001,"Mark McGwire",OAK,P,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,neelt001,"Troy Neel",OAK,P,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,nunee001,"Ed Nunez",OAK,P,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MIL199308242,08/24/1993,2,reynt101,"Tommie Reynolds",OAK,C,phild901,"Dave Phillips",9,"Bench-clearing brawl"
MON199308270,08/27/1993, ,jonet003,"Todd Jones",HOU,P,ripps901,"Steve Rippley",8,"Throwing at batter"
MON199308270,08/27/1993, ,osuna001,"Al Osuna",HOU,P,ripps901,"Steve Rippley",8,"Throwing at baserunner"
MON199308270,08/27/1993, ,howea001,"Art Howe",HOU,M,ripps901,"Steve Rippley",8,"Throwing at baserunner"
CLE199308290,08/29/1993, ,hargm001,"Mike Hargrove",CLE,M,hendt901,"Ted Hendry",7,"Call at 1B"
COL199308300,08/30/1993, ,galaa001,"Andres Galarraga",COL,P,rapue901,"Ed Rapuano",7,"Check swing"
NYN199308300,08/30/1993, ,jamec001,"Chris James",HOU,P,davib902,"Bob Davidson",8,"Balls and strikes"
MIL199309010,09/01/1993, ,mcrah001,"Hal McRae",KCA,M,brinj901,"Joe Brinkman",3,"Balls and strikes"
OAK199309010,09/01/1993, ,welcb001,"Bob Welch",OAK,P,cobld901,"Drew Coble",3,"Call at 3B (from bench)"
PIT199309010,09/01/1993, ,lasot101,"Tom Lasorda",LAN,M,grege901,"Eric Gregg",1,"Balls and strikes"
NYA199309020,09/02/1993, ,mattd001,"Don Mattingly",NYA,P,morrd901,"Dan Morrison",7,"Check swing (Threw helmet)"
FLO199309030,09/03/1993, ,offej001,"Jose Offerman",LAN,P,riekr901,"Rich Rieker",12,"Called third strike"
CHA199309060,09/06/1993, ,bellg001,"George Bell",CHA,P,merrd901,"Durwood Merrill",2,"Charging mound"
CHA199309060,09/06/1993, ,mcdoj001,"Jack McDowell",CHA,P,merrd901,"Durwood Merrill",9,"Balls and strikes"
HOU199309080,09/08/1993, ,orsuj001,"Joe Orsulak",NYN,P,hirsm901,"Mark Hirschbeck",7,"Call at 1B"
MON199309080,09/08/1993, ,alouf101,"Felipe Alou",MON,M,ripps901,"Steve Rippley",3,"Balk non-call"
PHI199309090,09/09/1993, ,castf001,"Frank Castillo",CHN,P,davib902,"Bob Davidson",3,"Fighting"
PHI199309090,09/09/1993, ,duncm001,"Mariano Duncan",PHI,P,davib902,"Bob Davidson",3,"Fighting"
NYN199309140,09/14/1993, ,fregj101,"Jim Fregosi",PHI,M,wendh901,"Harry Wendelstedt",9,"Balls and strikes"
SLN199309140,09/14/1993, ,smito001,"Ozzie Smith",SLN,P,hohnb901,"Bill Hohn",9,"Called third strike"
SLN199309140,09/14/1993, ,torrj101,"Joe Torre",SLN,M,hohnb901,"Bill Hohn",9,"Called third strike"
NYA199309160,09/16/1993, ,oneip001,"Paul O'Neill",NYA,P,hirsj901,"John Hirschbeck",8,"Balls and strikes"
SEA199309170,09/17/1993, ,magad001,"Dave Magadan",SEA,P,shulj901,"John Shulock",3,"Call at 1B"
ATL199309180,09/18/1993, ,murre001,"Eddie Murray",NYN,P,bonig901,"Greg Bonin",3,"Called third strike"
CHN199309180,09/18/1993, ,muset101,"Tony Muser",CHN,C,rungp901,"Paul Runge",-1,"Pitcher warmup pitch count"
MIL199309180,09/18/1993, ,oatej101,"Johnny Oates",BAL,M,meric901,"Chuck Meriwether",7,"Call at 2B"
MIN199309180,09/18/1993, ,knobc001,"Chuck Knoblauch",MIN,P,scotd901,"Dale Scott",9,"Call at 1B"
ATL199309190,09/19/1993, ,greed101,"Dallas Green",NYN,M,davig901,"Gerry Davis",6,"Balls and strikes"
ATL199309190,09/19/1993, ,stotm101,"Mel Stottlemyre",NYN,C,davig901,"Gerry Davis",6,"Balls and strikes"
NYA199309190,09/19/1993, ,showb801,"Buck Showalter",NYA,M,merrd901,"Durwood Merrill",4,"Interference call reversal"
CAL199309200,09/20/1993, ,rodgb102,"Buck Rodgers",CAL,M,cedeg901,"Gary Cederstrom",7,"Called third strike"
CIN199309200,09/20/1993, ,saboc001,"Chris Sabo",CIN,P,laynj901,"Jerry Layne",1,"Called third strike"
CLE199309220,09/22/1993, ,horns001,"Sam Horn",CLE,P,koscg901,"Greg Kosc",2,"Balls and strikes"
COL199309220,09/22/1993, ,benea001,"Andy Benes",SDN,P,davib902,"Bob Davidson",5,"Intentional HBP"
COL199309220,09/22/1993, ,riggj801,"Jim Riggleman",SDN,M,davib902,"Bob Davidson",5,"Intentional HBP"
BOS199309240,09/24/1993, ,harpb001,"Brian Harper",MIN,P,hirsj901,"John Hirschbeck",3,"Balls and strikes"
SFN199309240,09/24/1993, ,rettm101,"Merv Rettenmund",SDN,C,hirsm901,"Mark Hirschbeck",9,"Balls and strikes (from bench)"
SFN199309240,09/24/1993, ,shipc001,"Craig Shipley",SDN,P,hirsm901,"Mark Hirschbeck",9,"Balls and strikes (from bench)"
LAN199309250,09/25/1993, ,lasot101,"Tom Lasorda",LAN,M,gormb901,"Brian Gorman",4,"Balls and strikes"
CHA199309262,09/26/1993,2,lee-m001,"Manuel Lee",TEX,P,johnm901,"Mark Johnson",8,"Call at 2B"
BAL199309270,09/27/1993, ,biagg801,"Greg Biagini",BAL,C,welkt901,"Tim Welke",2,"Interference call"
NYN199309270,09/27/1993, ,torrj101,"Joe Torre",SLN,M,bonig901,"Greg Bonin",1,"Balls and strikes"
KCA199309280,09/28/1993, ,hargm001,"Mike Hargrove",CLE,M,tscht901,"Tim Tschida",9,"Call at 3B"
KCA199309280,09/28/1993, ,newmj001,"Jeff Newman",CLE,C,tscht901,"Tim Tschida",9,"Call at 3B"
CHA199309290,09/29/1993, ,pinil001,"Lou Piniella",SEA,M,reilm901,"Mike Reilly",6,"Interference non-call"
SFN199309290,09/29/1993, ,otisa001,"Amos Otis",COL,C,froeb901,"Bruce Froemming",2,"Not asking for appeal"
NYA199310010,10/01/1993, ,whitl001,"Lou Whitaker",DET,P,voltv901,"Vic Voltaggio",9,"Balls and strikes"
CIN199310030,10/03/1993, ,cardj101,"Jose Cardenal",CIN,C,westj901,"Joe West",1,"Gesture from previous game"
CIN199404030,04/03/1994, ,johnd105,"Davey Johnson",CIN,M,tatat901,"Terry Tata",5,"HBP non-call"
CIN199404040,04/04/1994, ,torrj101,"Joe Torre",SLN,M,grege901,"Eric Gregg",6,"Check swing"
BOS199404070,04/07/1994, ,gullb001,"Bill Gullickson",DET,P,shulj901,"John Shulock",7,"Intentional HBP"
MON199404090,04/09/1994, ,willb104,"Billy Williams",CHN,C,tatat901,"Terry Tata",9,"Balls and strikes"
NYA199404100,04/10/1994, ,hernx001,"Xavier Hernandez",NYA,P,barnl901,"Larry Barnett",9,"Intentional HBP"
CAL199404130,04/13/1994, ,hargm001,"Mike Hargrove",CLE,M,mckej901,"Jim McKean",7,"Call at 1B"
CHA199404130,04/13/1994, ,lamog101,"Gene Lamont",CHA,M,tscht901,"Tim Tschida",4,"Call at HP"
MON199404130,04/13/1994, ,sandr002,"Reggie Sanders",CIN,P,davig901,"Gerry Davis",8,"Charging mound"
OAK199404130,04/13/1994, ,mcgwm001,"Mark McGwire",OAK,P,mcclt901,"Tim McClelland",10,"Balls and strikes"
CAL199404150,04/15/1994, ,gastc101,"Cito Gaston",TOR,M,reedr901,"Rick Reed",10,"Call at 1B"
SEA199404150,04/15/1994, ,higut001,"Teddy Higuera",MIL,P,mckej901,"Jim McKean",4,"Intentional HBP"
TEX199404160,04/16/1994, ,saboc001,"Chris Sabo",BAL,P,shulj901,"John Shulock",5,"Called third strike"
FLO199404170,04/17/1994, ,santb001,"Benito Santiago",FLO,P,willc901,"Charlie Williams",8,"Charging mound"
FLO199404170,04/17/1994, ,baked002,"Dusty Baker",SFN,M,willc901,"Charlie Williams",8,"Throwing at batter"
FLO199404170,04/17/1994, ,rogek002,"Kevin Rogers",SFN,P,willc901,"Charlie Williams",8,"Throwing at batter"
SDN199404190,04/19/1994, ,greed101,"Dallas Green",NYN,M,demud901,"Dana DeMuth",8,"Balk non-call"
LAN199404200,04/20/1994, ,burnj001,"Jeromy Burnitz",NYN,P,davib902,"Bob Davidson",10,"Balls and strikes"
MIN199404210,04/21/1994, ,bellb001,"Buddy Bell",CLE,C,reedr901,"Rick Reed",3,"Balls and strikes"
CAL199404270,04/27/1994, ,lewis001,"Scott Lewis",CAL,P,tscht901,"Tim Tschida",7,"Intentional HBP"
HOU199404270,04/27/1994, ,trebt801,"Tom Trebelhorn",CHN,M,gormb901,"Brian Gorman",7,"Interference non-call"
CAL199404290,04/29/1994, ,rodgb102,"Buck Rodgers",CAL,M,hirsj901,"John Hirschbeck",5,"Called third strike"
CAL199404300,04/30/1994, ,davic001,"Chili Davis",CAL,P,culbf901,"Fieldin Culbreth",7,"Called third strike"
MON199404300,04/30/1994, ,belld001,"Derek Bell",SDN,P,hallt901,"Tom Hallion",5,"Charging mound"
PHI199405020,05/02/1994, ,duncm001,"Mariano Duncan",PHI,P,davig901,"Gerry Davis",4,"Fighting"
PHI199405020,05/02/1994, ,incap001,"Pete Incaviglia",PHI,P,davig901,"Gerry Davis",4,"Brawl"
PHI199405020,05/02/1994, ,judej001,"Jeff Juden",PHI,P,davig901,"Gerry Davis",4,"Brawl"
PHI199405020,05/02/1994, ,ausmb001,"Brad Ausmus",SDN,P,davig901,"Gerry Davis",4,"Fighting"
BOS199405030,05/03/1994, ,anthe001,"Eric Anthony",SEA,P,phild901,"Dave Phillips",3,"Charging mound"
PHI199405030,05/03/1994, ,carta001,"Andy Carter",PHI,P,quicj901,"Jim Quick",7,"Intentional HBP"
PHI199405030,05/03/1994, ,fregj101,"Jim Fregosi",PHI,M,quicj901,"Jim Quick",7,"Intentional HBP"
CAL199405060,05/06/1994, ,sax-s001,"Steve Sax",OAK,P,clara901,"Al Clark",6,"Balls and strikes"
CHA199405080,05/08/1994, ,gubim001,"Mark Gubicza",KCA,P,shulj901,"John Shulock",1,"Balk calls (before game)"
FLO199405080,05/08/1994, ,dyksl001,"Lenny Dykstra",PHI,P,herna901,"Angel Hernandez",1,"Called third strike"
SFN199405080,05/08/1994, ,baked002,"Dusty Baker",SFN,M,westj901,"Joe West",7,"HBP call"
SFN199405080,05/08/1994, ,manwk001,"Kirt Manwaring",SFN,P,westj901,"Joe West",7,"HBP call"
ATL199405090,05/09/1994, ,judej001,"Jeff Juden",PHI,P,demud901,"Dana DeMuth",3,"Intentional HBP"
BOS199405100,05/10/1994, ,garnp001,"Phil Garner",MIL,M,craft901,"Terry Craft",6,"Called third strike"
BOS199405100,05/10/1994, ,vaugg001,"Greg Vaughn",MIL,P,craft901,"Terry Craft",6,"Called third strike"
LAN199405100,05/10/1994, ,collt801,"Terry Collins",HOU,M,marsr901,"Randy Marsh",9,"Arguing bunt hit twice"
TEX199405100,05/10/1994, ,kennk801,"Kevin Kennedy",TEX,M,roe-r901,"Rocky Roe",7,"Interference non-call"
MON199405110,05/11/1994, ,vinaf001,"Fernando Vina",NYN,P,bellw901,"Wally Bell",7,"Balls and strikes"
MIL199405130,05/13/1994, ,mattd001,"Don Mattingly",NYA,P,mcclt901,"Tim McClelland",7,"Check swing"
BOS199405140,05/14/1994, ,whitd001,"Devon White",TOR,P,koscg901,"Greg Kosc",3,"Called third strike"
HOU199405140,05/14/1994, ,bayld001,"Don Baylor",COL,M,davib902,"Bob Davidson",1,"Balls and strikes"
NYN199405140,05/14/1994, ,smolj001,"John Smoltz",ATL,P,tatat901,"Terry Tata",5,"Intentional HBP"
NYN199405140,05/14/1994, ,cangj001,"John Cangelosi",NYN,P,tatat901,"Terry Tata",5,"Charging mound"
CHN199405160,05/16/1994, ,wilkr001,"Rick Wilkins",CHN,P,crawj901,"Jerry Crawford",6,"Balls and strikes"
OAK199405160,05/16/1994, ,duncd101,"Dave Duncan",OAK,C,johnm901,"Mark Johnson",10,"Balls and strikes"
CAL199405170,05/17/1994, ,davic001,"Chili Davis",CAL,P,mckej901,"Jim McKean",6,"Balls and strikes (Threw equipment from bench)"
CIN199405170,05/17/1994, ,sandd001,"Deion Sanders",ATL,P,davib902,"Bob Davidson",3,"Interference call"
SEA199405170,05/17/1994, ,pinil001,"Lou Piniella",SEA,M,scotd901,"Dale Scott",7,"Balls and strikes"
SEA199405180,05/18/1994, ,mcrah001,"Hal McRae",KCA,M,phild901,"Dave Phillips",6,"HR reversal to foul"
FLO199405220,05/22/1994, ,aquil001,"Luis Aquino",FLO,P,vanol901,"Larry Vanover",2,"Fighting"
FLO199405220,05/22/1994, ,desto001,"Orestes Destrade",FLO,P,vanol901,"Larry Vanover",2,"Charging mound"
FLO199405220,05/22/1994, ,gilkb001,"Bernard Gilkey",SLN,P,vanol901,"Larry Vanover",2,"Fighting"
FLO199405220,05/22/1994, ,watsa001,"Allen Watson",SLN,P,vanol901,"Larry Vanover",2,"Intentional HBP"
NYA199405220,05/22/1994, ,oatej101,"Johnny Oates",BAL,M,shulj901,"John Shulock",5,"Call at HP"
SLN199405230,05/23/1994, ,torrj101,"Joe Torre",SLN,M,grege901,"Eric Gregg",6,"Call at 3B"
TOR199405230,05/23/1994, ,bellb001,"Buddy Bell",CLE,C,younl901,"Larry Young",7,"Call at 3B"
TOR199405230,05/23/1994, ,hargm001,"Mike Hargrove",CLE,M,younl901,"Larry Young",7,"Call at 3B"
COL199405240,05/24/1994, ,fernt001,"Tony Fernandez",CIN,P,bellw901,"Wally Bell",8,"Called third strike"
COL199405240,05/24/1994, ,johnd105,"Davey Johnson",CIN,M,bellw901,"Wally Bell",8,"Called third strike"
SLN199405250,05/25/1994, ,smito001,"Ozzie Smith",SLN,P,ripps901,"Steve Rippley",7,"Balls and strikes"
KCA199405260,05/26/1994, ,mcrah001,"Hal McRae",KCA,M,younl901,"Larry Young",7,"Balls and strikes"
CLE199405280,05/28/1994, ,murre001,"Eddie Murray",CLE,P,mckej901,"Jim McKean",8,"Balls and strikes"
KCA199405290,05/29/1994, ,connb101,"Bill Connors",NYA,C,roe-r901,"Rocky Roe",9,"Balls and strikes"
KCA199405290,05/29/1994, ,showb801,"Buck Showalter",NYA,M,roe-r901,"Rocky Roe",9,"Balls and strikes"
MIL199406010,06/01/1994, ,garnp001,"Phil Garner",MIL,M,tscht901,"Tim Tschida",4,"Balls and strikes"
SDN199406010,06/01/1994, ,leylj801,"Jim Leyland",PIT,M,hohnb901,"Bill Hohn",4,"Fair/foul call"
CHN199406020,06/02/1994, ,buecs001,"Steve Buechele",CHN,P,westj901,"Joe West",5,"Check swing"
CHN199406030,06/03/1994, ,aloum001,"Moises Alou",MON,P,hirsm901,"Mark Hirschbeck",9,"Call at 1B (Threw helmet)"
HOU199406030,06/03/1994, ,incap001,"Pete Incaviglia",PHI,P,wintm901,"Mike Winters",9,"Call at 1B"
CAL199406050,06/05/1994, ,garnp001,"Phil Garner",MIL,M,morrd901,"Dan Morrison",6,"Call at 3B"
SLN199406050,06/05/1994, ,clayr001,"Royce Clayton",SFN,P,davib902,"Bob Davidson",6,"Called third strike"
COL199406070,06/07/1994, ,greed101,"Dallas Green",NYN,M,hohnb901,"Bill Hohn",8,"Balls and strikes"
NYN199406090,06/09/1994, ,pavlg801,"Greg Pavlick",NYN,C,wintm901,"Mike Winters",5,"Balls and strikes"
NYN199406100,06/10/1994, ,hundt001,"Todd Hundley",NYN,P,kellj901,"Jeff Kellogg",7,"Balls and strikes"
NYN199406100,06/10/1994, ,mccrt102,"Tommy McCraw",NYN,C,wintm901,"Mike Winters",8,"Check swing"
CAL199406110,06/11/1994, ,belct001,"Tim Belcher",DET,P,brinj901,"Joe Brinkman",7,"Balls and strikes"
MIL199406120,06/12/1994, ,loftk001,"Kenny Lofton",CLE,P,craft901,"Terry Craft",9,"Called third strike (Threw cups on field)"
BOS199406130,06/13/1994, ,easlm001,"Mike Easler",BOS,C,joycj901,"Jim Joyce",5,"Balls and strikes"
MON199406130,06/13/1994, ,leylj801,"Jim Leyland",PIT,M,vanol901,"Larry Vanover",2,"Fair/foul call"
MON199406130,06/13/1994, ,penaa001,"Alejandro Pena",PIT,P,vanol901,"Larry Vanover",2,"Fair/foul call"
MON199406140,06/14/1994, ,bellj003,"Juan Bell",MON,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
MON199406140,06/14/1994, ,martp001,"Pedro Martinez",MON,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
MON199406140,06/14/1994, ,walkl001,"Larry Walker",MON,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
MON199406140,06/14/1994, ,manzr001,"Ravelo Manzanillo",PIT,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
MON199406140,06/14/1994, ,whitr002,"Rick White",PIT,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
MON199406140,06/14/1994, ,younk001,"Kevin Young",PIT,P,quicj901,"Jim Quick",5,"Bench-clearing brawl"
CLE199406180,06/18/1994, ,russj001,"Jeff Russell",BOS,P,koscg901,"Greg Kosc",-1,"Fair/foul call"
TOR199406200,06/20/1994, ,gastc101,"Cito Gaston",TOR,M,reedr901,"Rick Reed",8,"Intentional HBP"
TOR199406200,06/20/1994, ,stott001,"Todd Stottlemyre",TOR,P,reedr901,"Rick Reed",8,"Intentional HBP"
FLO199406210,06/21/1994, ,wilkr001,"Rick Wilkins",CHN,P,froeb901,"Bruce Froemming",2,"Allowing a pitch to hit HP umpire"
COL199406240,06/24/1994, ,bondb001,"Barry Bonds",SFN,P,herna901,"Angel Hernandez",8,"Balls and strikes"
CLE199406260,06/26/1994, ,hargm001,"Mike Hargrove",CLE,M,reedr901,"Rick Reed",3,"Balls and strikes"
CLE199406260,06/26/1994, ,nelsd101,"Dave Nelson",CLE,C,reedr901,"Rick Reed",3,"Balls and strikes"
BOS199406280,06/28/1994, ,hobsb101,"Butch Hobson",BOS,M,koscg901,"Greg Kosc",7,"Warning to both teams"
HOU199406280,06/28/1994, ,hineb801,"Ben Hines",HOU,C,rungp901,"Paul Runge",-1,"Claimed coach watching TV monitor"
NYN199406280,06/28/1994, ,smito001,"Ozzie Smith",SLN,P,grege901,"Eric Gregg",9,"Call at 1B"
SEA199406290,06/29/1994, ,pinil001,"Lou Piniella",SEA,M,hendt901,"Ted Hendry",3,"Fan interference call (HR reversal)"
FLO199406300,06/30/1994, ,lachr101,"Rene Lachemann",FLO,M,tatat901,"Terry Tata",6,"Fair/foul call (Reversed)"
SLN199406300,06/30/1994, ,freem001,"Marvin Freeman",COL,P,westj901,"Joe West",6,"Bench-clearing brawl"
SLN199406300,06/30/1994, ,arocr001,"Rene Arocha",SLN,P,westj901,"Joe West",6,"Bench-clearing brawl"
SLN199406300,06/30/1994, ,penag001,"Geronimo Pena",SLN,P,westj901,"Joe West",6,"Bench-clearing brawl"
BAL199407010,07/01/1994, ,oatej101,"Johnny Oates",BAL,M,craft901,"Terry Craft",4,"Called third strike"
SFN199407020,07/02/1994, ,rojam001,"Mel Rojas",MON,P,relic901,"Charlie Reliford",8,"Fighting"
SFN199407020,07/02/1994, ,brenb001,"Bob Brenly",SFN,C,relic901,"Charlie Reliford",8,"Fighting"
SLN199407020,07/02/1994, ,torrj101,"Joe Torre",SLN,M,bellw901,"Wally Bell",6,"Check swing"
ATL199407050,07/05/1994, ,cox-b103,"Bobby Cox",ATL,M,wintm901,"Mike Winters",6,"Call at 1B"
NYA199407050,07/05/1994, ,oneip001,"Paul O'Neill",NYA,P,hicke901,"Ed Hickox",8,"Called third strike"
SDN199407060,07/06/1994, ,thomm001,"Milt Thompson",PHI,P,relic901,"Charlie Reliford",9,"Called third strike"
MIL199407080,07/08/1994, ,karkr001,"Ron Karkovice",CHA,P,onorb901,"Brian O'Nora",9,"Called third strike"
BOS199407090,07/09/1994, ,flets001,"Scott Fletcher",BOS,P,hicke901,"Ed Hickox",3,"Called third strike"
CIN199407100,07/10/1994, ,manzr001,"Ravelo Manzanillo",PIT,P,monte901,"Ed Montague",7,"Balk call"
DET199407100,07/10/1994, ,browk001,"Kevin Brown",TEX,P,culbf901,"Fieldin Culbreth",3,"Balls and strikes"
KCA199407151,07/15/1994,1,hameb001,"Bob Hamelin",KCA,P,tscht901,"Tim Tschida",9,"Fighting"
PIT199407150,07/15/1994, ,collt801,"Terry Collins",HOU,M,laynj901,"Jerry Layne",5,"Balls and strikes"
CAL199407160,07/16/1994, ,curtc001,"Chad Curtis",CAL,P,beane901,"Ed Bean",5,"Called third strike"
KCA199407160,07/16/1994, ,philt001,"Tony Phillips",DET,P,tscht901,"Tim Tschida",7,"Balls and strikes (Bumped umpire)"
OAK199407160,07/16/1994, ,melej001,"Jose Melendez",BOS,P,morrd901,"Dan Morrison",4,"Intentional HBP"
CIN199407170,07/17/1994, ,carrh001,"Hector Carrasco",CIN,P,poncl901,"Larry Poncino",8,"Balls and strikes"
COL199407170,07/17/1994, ,sutcr001,"Rick Sutcliffe",SLN,P,mcshj901,"John McSherry",6,"Intentional HBP"
COL199407170,07/17/1994, ,torrj101,"Joe Torre",SLN,M,mcshj901,"John McSherry",6,"Intentional HBP"
MIL199407190,07/19/1994, ,gagng001,"Greg Gagne",KCA,P,cobld901,"Drew Coble",11,"Call at 2B"
PIT199407190,07/19/1994, ,olsog001,"Gregg Olson",ATL,P,marsr901,"Randy Marsh",7,"Balls and strikes"
NYN199407200,07/20/1994, ,lasot101,"Tom Lasorda",LAN,M,hallt901,"Tom Hallion",9,"Call at 3B"
OAK199407200,07/20/1994, ,larut101,"Tony LaRussa",OAK,M,beane901,"Ed Bean",9,"Balls and strikes"
OAK199407210,07/21/1994, ,andeb001,"Brady Anderson",BAL,P,hirsj901,"John Hirschbeck",8,"Balls and strikes"
SLN199407221,07/22/1994,1,jeffg001,"Gregg Jefferies",SLN,P,hallt901,"Tom Hallion",7,"Balls and strikes"
NYN199407230,07/23/1994, ,bonib001,"Bobby Bonilla",NYN,P,poncl901,"Larry Poncino",7,"Fair/foul call"
MON199407240,07/24/1994, ,amalj101,"Joey Amalfitano",LAN,C,hirsm901,"Mark Hirschbeck",4,"Fair/foul call"
OAK199407240,07/24/1994, ,steit001,"Terry Steinbach",OAK,P,hirsj901,"John Hirschbeck",7,"Check swing"
PHI199407240,07/24/1994, ,planp001,"Phil Plantier",SDN,P,ripps901,"Steve Rippley",-1,"Bench jockeying"
PHI199407240,07/24/1994, ,vukoj101,"John Vukovich",PHI,C,gormb901,"Brian Gorman",1,"Warning to both teams"
PHI199407240,07/24/1994, ,radid801,"Dan Radison",SDN,C,ripps901,"Steve Rippley",7,"Check swing"
PHI199407240,07/24/1994, ,riggj801,"Jim Riggleman",SDN,M,gormb901,"Brian Gorman",7,"Check swing"
SLN199407240,07/24/1994, ,zeilt001,"Todd Zeile",SLN,P,laynj901,"Jerry Layne",4,"Called third strike"
SLN199407240,07/24/1994, ,tewkb001,"Bob Tewksbury",SLN,P,laynj901,"Jerry Layne",5,"Intentional HBP"
SLN199407240,07/24/1994, ,torrj101,"Joe Torre",SLN,M,laynj901,"Jerry Layne",5,"Intentional HBP"
PIT199407270,07/27/1994, ,gracm001,"Mark Grace",CHN,P,bonig901,"Greg Bonin",4,"Balls and strikes"
TEX199407270,07/27/1994, ,cansj001,"Jose Canseco",TEX,P,craft901,"Terry Craft",7,"Called third strike"
TOR199407270,07/27/1994, ,alomr001,"Roberto Alomar",TOR,P,scotd901,"Dale Scott",4,"Balls and strikes"
NYA199407300,07/30/1994, ,abboj001,"Jim Abbott",NYA,P,hicke901,"Ed Hickox",6,"Balls and strikes"
FLO199407310,07/31/1994, ,cordw001,"Wil Cordero",MON,P,herna901,"Angel Hernandez",6,"Fighting"
FLO199407310,07/31/1994, ,lachr101,"Rene Lachemann",FLO,M,hallt901,"Tom Hallion",8,"Intentional HBP"
FLO199407310,07/31/1994, ,perey001,"Yorkis Perez",FLO,P,hallt901,"Tom Hallion",8,"Intentional HBP"
NYA199407310,07/31/1994, ,murre001,"Eddie Murray",CLE,P,mckej901,"Jim McKean",7,"Balls and strikes"
CAL199408020,08/02/1994, ,jackb001,"Bo Jackson",CAL,P,clara901,"Al Clark",4,"Called third strike"
LAN199408030,08/03/1994, ,smitr101,"Reggie Smith",LAN,C,poncl901,"Larry Poncino",7,"Bench jockeying"
CHN199408040,08/04/1994, ,trebt801,"Tom Trebelhorn",CHN,M,grege901,"Eric Gregg",4,"Interference non-call"
